region,SA2_5DIG16,v_lnp_sa2,v_alp_sa2,v_t_sa2,p_lnp_sa2,p_alp_sa2,p_lnp_sa2_16,swing,coal,mining,coal_lab,min_lab
Yass Region,11542,3066.011198,2794.6979,5860.709098,52.31,47.69,52.6,-0.29,0,0.29798422436459243,non_coal,non_mining
Lambton - New Lambton,11225,3741.643779,6128.015274,9869.659053,37.91,62.09,38.21,-0.3,1.463860933211345,1.6991242974774539,coal,non_mining
Rookwood Cemetery,11475,0.722899729,1.14397019,1.866869919,38.72,61.28,39.02,-0.3,NaN,NA,NA,NA
Sutherland - Kirrawee,11538,6434.258438,4835.609137,11269.867575,57.09,42.91,57.4,-0.31,0.06810663553220471,0.22377894532010117,non_coal,non_mining
Strathmore,21231,2517.198036,2937.300809,5454.498845,46.15,53.85,46.46,-0.31,0,0.3121516164994426,non_coal,non_mining
Payneham - Felixstow,41018,3310.19859,2775.871423,6086.0700130000005,54.39,45.61,54.7,-0.31,0,0.7719826774618715,non_coal,non_mining
Dubbo Region,11103,2453.017011,967.0806119,3420.0976229,71.72,28.28,72.05,-0.33,0,1.090767432800935,non_coal,non_mining
Edwardstown,41058,3021.573612,3681.136202,6702.709814,45.08,54.92,45.41,-0.33,0.047961630695443645,0.9592326139088728,non_coal,non_mining
Jacka,81118,120.9981227,169.6661633,290.664286,41.63,58.37,41.96,-0.33,0,0,non_coal,non_mining
Nagambie,21058,1577.730478,777.9062024,2355.6366804,66.98,33.02,67.32,-0.34,0,0.6610576923076923,non_coal,non_mining
Clarinda - Oakleigh South,21309,2363.269982,3853.249657,6216.519639,38.02,61.98,38.36,-0.34,0,0,non_coal,non_mining
Croydon - West,21451,3914.089538,3106.879089,7020.968627,55.75,44.25,56.09,-0.34,0,0.3247863247863248,non_coal,non_mining
Blue Mountains - South,11456,0.720108696,0.247282609,0.967391305,74.44,25.56,74.79,-0.35,NaN,NA,NA,NA
Casula,11522,3003.02354,3883.092509,6886.116049,43.61,56.39,43.96,-0.35,0,0.06668889629876625,non_coal,non_mining
Hillarys,51075,3999.692421,1909.5234,5909.215821,67.69,32.31,68.04,-0.35,0,4.8985840030616155,non_coal,mining
Mawson,81106,705.5089094,1011.348877,1716.8577864,41.09,58.91,41.44,-0.35,0,0,non_coal,non_mining
Balmain,11387,2894.868703,5892.113074,8786.981777,32.94,67.06,33.3,-0.36,0.05010647626205687,0.2755856194413128,non_coal,non_mining
Frankston North,21372,3733.521384,5186.062162,8919.583546,41.86,58.14,42.22,-0.36,0,0.17261219792865362,non_coal,non_mining
Corinda,31093,1260.290795,1236.544996,2496.835791,50.48,49.52,50.84,-0.36,0.31876138433515483,1.5938069216757742,non_coal,non_mining
Illawarra Catchment Reserve,11135,3.589466213,4.801370396,8.390836609,42.78,57.22,43.15,-0.37,NaN,NA,NA,NA
Ballina,11236,5663.048333,5323.325269,10986.373602,51.55,48.45,51.92,-0.37,0.09883050568275407,0.49415252841377044,non_coal,non_mining
St Peters - Marden,41019,3750.547886,3086.152685,6836.700570999999,54.86,45.14,55.25,-0.39,0,1.0109114249037228,non_coal,non_mining
Hindmarsh - Brompton,41093,3004.19998,5949.133527,8953.333507,33.55,66.45,33.94,-0.39,0,0.6319702602230484,non_coal,non_mining
Girrawheen,51102,1305.527525,2087.092705,3392.62023,38.48,61.52,38.87,-0.39,0,1.8360655737704918,non_coal,non_mining
Bexley,11376,5038.298965,6952.245199,11990.544163999999,42.02,57.98,42.42,-0.4,0.025922405599239612,0.060485613064892425,non_coal,non_mining
Castle Hill - West,11557,1962.665265,777.823541,2740.4888060000003,71.62,28.38,72.02,-0.4,0,0,non_coal,non_mining
Oxley (Qld),31275,1517.170033,1951.366019,3468.5360520000004,43.74,56.26,44.14,-0.4,0.4595060310166571,0.8902929350947731,non_coal,non_mining
Rosemeadow - Glen Alpine,11444,4314.102582,6609.52632,10923.628902,39.49,60.51,39.9,-0.41,0.15181595235314727,0.26859745416326053,non_coal,non_mining
Croydon Hills - Warranwood,21265,5876.203411,4027.825489,9904.028900000001,59.33,40.67,59.74,-0.41,0,0.21362956633198035,non_coal,non_mining
Applecross - Ardross,51175,4040.051919,1742.838368,5782.890287,69.86,30.14,70.27,-0.41,0.12345679012345678,6.316872427983538,non_coal,mining
Corowa,11180,2319.452904,966.2857232,3285.7386272000003,70.59,29.41,71.01,-0.42,0,0,non_coal,non_mining
Corowa Region,11181,2449.389071,998.092001,3447.481072,71.05,28.95,71.47,-0.42,0,0,non_coal,non_mining
Glenhaven,11294,2700.631076,802.5086648,3503.1397408000003,77.09,22.91,77.51,-0.42,0.18355359765051393,0.18355359765051393,non_coal,non_mining
Belmont - Ascot - Redcliffe,51118,2835.812083,2897.953906,5733.7659889999995,49.46,50.54,49.88,-0.42,0.1546551190844417,6.449118465821218,non_coal,mining
Old Beach - Otago,61003,949.6692277,1559.885304,2509.5545316999996,37.84,62.16,38.26,-0.42,0,0.14402304368698993,non_coal,non_mining
Baulkham Hills (West) - Bella Vista,11291,7518.852308,3492.073743,11010.926051,68.29,31.71,68.72,-0.43,0.029850746268656716,0.1691542288557214,non_coal,non_mining
Five Dock - Abbotsford,11386,6001.467534,4961.24285,10962.710384,54.74,45.26,55.17,-0.43,0,0,non_coal,non_mining
West Melbourne,21127,0.264569843,0.705827937,0.9703977800000001,27.26,72.74,27.69,-0.43,NaN,NA,NA,NA
Monbulk - Silvan,21279,1636.520894,1298.03276,2934.5536540000003,55.77,44.23,56.2,-0.43,0,0.3516998827667058,non_coal,non_mining
East Brisbane,31115,1312.932161,1460.681171,2773.613332,47.34,52.66,47.79,-0.45,0.6176853055916776,1.7880364109232771,coal,non_mining
Meadow Heights,21247,1289.032327,4355.271357,5644.3036839999995,22.84,77.16,23.3,-0.46,0,0.10482180293501049,non_coal,non_mining
Bradbury - Wedderburn,11436,3552.783036,6195.875132,9748.658168,36.44,63.56,36.91,-0.47,0.16787912702853947,0.2518186905428092,non_coal,non_mining
Nicholls,81047,1886.775711,2397.658449,4284.43416,44.04,55.96,44.52,-0.48,0,0,non_coal,non_mining
Norfolk Island,91004,299.6077771,246.3821169,545.989894,54.87,45.13,55.36,-0.49,0,0.5599104143337066,non_coal,non_mining
Truganina,21366,2816.429729,5159.716963,7976.146692,35.31,64.69,35.81,-0.5,0,0.042012393656128556,non_coal,non_mining
Kingsford,11565,2344.108456,3071.420356,5415.5288120000005,43.28,56.72,43.79,-0.51,0,0.10130001688333613,non_coal,non_mining
Larrakeyah,71005,827.4742595,787.1405813,1614.6148408,51.25,48.75,51.77,-0.52,0,2.2376926902038785,non_coal,mining
French Island,21088,12.2664633,9.986650355,22.253113655,55.12,44.88,55.65,-0.53,0,0,non_coal,non_mining
Canning Vale - East,51133,4309.06746,4300.042727,8609.110187,50.05,49.95,50.58,-0.53,0.028846153846153848,4.490384615384616,non_coal,mining
Cobram,21411,2450.171325,914.9171755,3365.0885005,72.81,27.19,73.35,-0.54,0,0,non_coal,non_mining
Seventeen Mile Rocks - Sinnamon Park,31084,2804.011351,2228.942113,5032.953464,55.71,44.29,56.25,-0.54,0.4833040421792618,1.4718804920913884,non_coal,non_mining
Wilston,31129,1144.236872,871.4446666,2015.6815385999998,56.77,43.23,57.31,-0.54,0.3467062902426944,1.188707280832095,non_coal,non_mining
Molonglo Corridor,81111,1.744447333,3.128578448,4.873025781,35.8,64.2,36.34,-0.54,NaN,NA,NA,NA
Glen Waverley - East,21321,5215.834433,4230.723557,9446.557990000001,55.21,44.79,55.78,-0.57,0,0.047909929332854234,non_coal,non_mining
Alps - West,21099,4.835374599,1.817378564,6.652753163,72.68,27.32,73.26,-0.58,0,0,non_coal,non_mining
Romsey,21235,2387.271367,2623.521391,5010.792758,47.64,52.36,48.22,-0.58,0,0.2400384061449832,non_coal,non_mining
Somerville,21385,5616.659152,4464.130824,10080.789976,55.72,44.28,56.3,-0.58,0,0.3080082135523614,non_coal,non_mining
Craigieburn - West,21444,1592.379007,4012.991007,5605.370014,28.41,71.59,28.99,-0.58,0,0.07262164124909223,non_coal,non_mining
Grovedale,21041,6964.120178,7566.311609,14530.431787000001,47.93,52.07,48.52,-0.59,0,0.1613209337635225,non_coal,non_mining
Currumbin Valley - Tallebudgera,31243,2422.313892,1509.162035,3931.4759270000004,61.61,38.39,62.2,-0.59,0.1603077909586406,0.7053542802180186,non_coal,non_mining
Bull Creek,51179,2385.830152,1483.872233,3869.702385,61.65,38.35,62.24,-0.59,0,4.611041405269762,non_coal,mining
Dorrigo,11087,998.5457369,738.0007138,1736.5464507,57.5,42.5,58.1,-0.6,0,0.2898550724637681,non_coal,non_mining
Morningside - Seven Hills,31117,3156.367482,3342.258481,6498.625963,48.57,51.43,49.17,-0.6,0.8352208380520951,1.9110985277463195,coal,non_mining
Esperance Region,51275,1081.25451,403.4299591,1484.6844691000001,72.83,27.17,73.44,-0.61,0,9.81863664790494,non_coal,mining
Figtree - Keiraville,11146,4700.572621,7342.389101,12042.961722,39.03,60.97,39.65,-0.62,1.4435547535806925,1.635276869290628,coal,non_mining
Niddrie - Essendon West,21230,1732.857185,2044.063203,3776.920388,45.88,54.12,46.5,-0.62,0,0.3384615384615385,non_coal,non_mining
Narre Warren South (East),21457,2533.799121,3109.770631,5643.569751999999,44.9,55.1,45.52,-0.62,0,0.0651253663301856,non_coal,non_mining
Dulwich Hill - Lewisham,11394,2044.931911,7529.517323,9574.449234,21.36,78.64,21.99,-0.63,0,0.04549590536851684,non_coal,non_mining
Clayton South,21310,1631.249499,3219.829217,4851.078716,33.63,66.37,34.26,-0.63,0,0,non_coal,non_mining
Coorparoo,31053,4590.84139,4752.156229,9342.997619,49.14,50.86,49.78,-0.64,0.42040677195773213,1.4657425292580388,non_coal,non_mining
Melbourne,21122,1960.623226,3390.580544,5351.20377,36.64,63.36,37.29,-0.65,0,0.20672179247799416,non_coal,non_mining
Manoora,31151,1258.384553,1194.345759,2452.730312,51.31,48.69,51.96,-0.65,0.15424164524421594,0.35989717223650386,non_coal,non_mining
Kingston - Huntingfield,61022,2504.048802,3883.464516,6387.513317999999,39.2,60.8,39.85,-0.65,0,0,non_coal,non_mining
Bassendean - Eden Hill - Ashfield,51044,3092.264941,4357.26364,7449.5285810000005,41.51,58.49,42.17,-0.66,0.13087101933982842,4.958557510542388,non_coal,mining
Daintree,31164,1966.049428,1444.536605,3410.586033,57.65,42.35,58.32,-0.67,0.19630938358853553,1.138594424813506,non_coal,non_mining
Lesmurdie - Bickley - Carmel,51141,3658.771041,2189.926354,5848.697395,62.56,37.44,63.23,-0.67,0,5.9725585149313964,non_coal,mining
Kewdale Commercial,51120,1.420578221,1.364890761,2.7854689820000003,51,49,51.68,-0.68,0,0,non_coal,non_mining
Loftus - Yarrawarrah,11608,2589.655629,1996.685085,4586.340714,56.46,43.54,57.16,-0.7,0.08505812305075135,0.08505812305075135,non_coal,non_mining
Colac Region,21473,2146.594963,1264.851603,3411.446566,62.92,37.08,63.63,-0.71,0,0.36555645816409427,non_coal,non_mining
Dianella,51086,6673.768586,5112.810173,11786.578759,56.62,43.38,57.33,-0.71,0.04638649225345579,3.1913906670377585,non_coal,mining
Beechboro,51057,2974.180079,4248.38899,7222.569069000001,41.18,58.82,41.9,-0.72,0,3.7966537966537968,non_coal,mining
Esperance,51274,4199.4583490000005,1686.940261,5886.39861,71.34,28.66,72.06,-0.72,0,3.6062378167641325,non_coal,mining
Doncaster,21157,5705.146667,4145.027791,9850.174458000001,57.92,42.08,58.65,-0.73,0,0.14265335235378032,non_coal,non_mining
Lobethal - Woodside,41006,3131.864775,2374.544533,5506.409308,56.88,43.12,57.61,-0.73,0,1.167222486898523,non_coal,non_mining
Waratah - North Lambton,11234,2038.315581,4461.705509,6500.02109,31.36,68.64,32.1,-0.74,1.0392609699769053,1.327944572748268,coal,non_mining
Prestons - Edmondson Park,11600,4301.949229,5494.092222,9796.041451000001,43.92,56.08,44.66,-0.74,0,0.09450519778587822,non_coal,non_mining
Gisborne,21232,3441.152252,3749.575792,7190.7280439999995,47.86,52.14,48.6,-0.74,0,0.12121212121212122,non_coal,non_mining
Whitfield - Edge Hill,31156,2293.727514,2032.74049,4326.468004,53.02,46.98,53.76,-0.74,0.13061650992685475,0.7314524555903866,non_coal,non_mining
Mickleham - Yuroke,21445,1090.962146,2363.280885,3454.243031,31.58,68.42,32.33,-0.75,0,0,non_coal,non_mining
Mount Martha,21382,6044.086124,4478.733599,10522.819723,57.44,42.56,58.2,-0.76,0,0.4285539365740174,non_coal,non_mining
Glen Forrest - Darlington,51050,2066.577175,1823.381626,3889.9588009999998,53.13,46.87,53.89,-0.76,0,5.766217486681291,non_coal,mining
Carlton North - Princes Hill,21140,1232.175373,3238.637098,4470.812471,27.56,72.44,28.33,-0.77,0,0.10351966873706005,non_coal,non_mining
Moorooka,31068,2148.618244,3317.56966,5466.187904,39.31,60.69,40.08,-0.77,0.17519953280124587,0.7591979754720655,non_coal,non_mining
Maroubra - South,11567,2389.871933,3409.014351,5798.886284,41.21,58.79,41.99,-0.78,0,0,non_coal,non_mining
Walkerville,41022,2253.481344,1770.795904,4024.277248,56,44,56.78,-0.78,0,0.5128205128205128,non_coal,non_mining
Moorabbin Airport,21192,0.351175994,0.603406326,0.95458232,36.79,63.21,37.58,-0.79,NaN,NA,NA,NA
Melville,51181,5493.286236,3166.21964,8659.505876,63.44,36.56,64.23,-0.79,0.04065591543569589,5.24461309120477,non_coal,mining
Beaufort,21014,971.7977186,960.8109235,1932.6086421,50.28,49.72,51.08,-0.8,0,0.5468215994531784,non_coal,non_mining
Seaford (Vic.),21375,3412.018502,4761.366667,8173.385169,41.75,58.25,42.55,-0.8,0,0.15574118646467508,non_coal,non_mining
Harrison,81044,1482.562172,2103.799725,3586.3618969999998,41.34,58.66,42.15,-0.81,0,0,non_coal,non_mining
Braidwood,11007,955.4614128,1136.717408,2092.1788208,45.67,54.33,46.49,-0.82,0,0.49019607843137253,non_coal,non_mining
Baulkham Hills (East),11290,7762.061122,4028.328312,11790.389434,65.83,34.17,66.65,-0.82,0.05595970900951316,0.13989927252378287,non_coal,non_mining
Hawthorne,31116,1361.59117,1279.786804,2641.377974,51.55,48.45,52.38,-0.83,0.8039816232771823,2.4119448698315464,coal,mining
Coober Pedy,41139,300.6717163,275.8765844,576.5483007,52.15,47.85,52.98,-0.83,0.6956521739130435,5.217391304347826,coal,mining
Westlake,31085,1373.638633,1182.497465,2556.136098,53.74,46.26,54.58,-0.84,0.3733084461035931,1.2132524498366775,non_coal,non_mining
Franklin,81039,1265.539577,1794.068525,3059.608102,41.36,58.64,42.21,-0.85,0,0,non_coal,non_mining
Weston,81098,850.4725719,1282.423815,2132.8963869,39.87,60.13,40.72,-0.85,0,0,non_coal,non_mining
Ararat Region,21387,1049.426932,670.2648963,1719.6918283,61.02,38.98,61.88,-0.86,0,0.32441200324412006,non_coal,non_mining
Modbury Heights,41053,4570.632998,6451.679818,11022.312816,41.47,58.53,42.33,-0.86,0,0.3930560104814936,non_coal,non_mining
Mawson Lakes - Globe Derby Park,41171,2411.363582,3573.122878,5984.48646,40.29,59.71,41.15,-0.86,0,0.5933363760839799,non_coal,non_mining
Fadden,81076,858.0002135,1051.798942,1909.7991554999999,44.93,55.07,45.79,-0.86,0,0,non_coal,non_mining
Marrickville,11326,3014.818696,11066.1155,14080.934196,21.41,78.59,22.29,-0.88,0,0,non_coal,non_mining
Concord West - North Strathfield,11384,4325.479646,3824.127501,8149.607147,53.08,46.92,53.96,-0.88,0.042513391718391295,0.17005356687356518,non_coal,non_mining
Watsonia,21204,2244.803175,2878.443855,5123.24703,43.82,56.18,44.7,-0.88,0,0,non_coal,non_mining
New Norfolk,61020,1330.742871,2444.720092,3775.462963,35.25,64.75,36.13,-0.88,0,0.26373626373626374,non_coal,non_mining
Thornbury,21112,2111.971554,8226.823184,10338.794738,20.43,79.57,21.32,-0.89,0,0.1710863986313088,non_coal,non_mining
Thomastown,21223,1982.660886,7004.14012,8986.801006,22.06,77.94,22.95,-0.89,0,0,non_coal,non_mining
Sherwood,31095,1585.970759,1467.012965,3052.9837239999997,51.95,48.05,52.84,-0.89,0.5109489051094891,1.9343065693430657,non_coal,non_mining
Phillip,81109,632.8481415,909.611286,1542.4594275,41.03,58.97,41.93,-0.9,0,0,non_coal,non_mining
Grange,31123,1256.659499,955.5911209,2212.2506199,56.8,43.2,57.72,-0.92,0.42253521126760557,1.971830985915493,non_coal,non_mining
Southport - North,31540,3320.393249,2175.014668,5495.407917,60.42,39.58,61.35,-0.93,0.05158184319119669,0.29229711141678133,non_coal,non_mining
Dubbo - East,11100,4093.178064,1807.16534,5900.343404,69.37,30.63,70.32,-0.95,0.13351134846461948,1.4241210502892745,non_coal,non_mining
Caloundra Hinterland,31440,2807.076561,2330.613206,5137.689767,54.64,45.36,55.59,-0.95,0.7175472928897586,1.761252446183953,coal,non_mining
North Rocks,11490,2298.519919,1526.53039,3825.0503089999997,60.09,39.91,61.06,-0.97,0,0,non_coal,non_mining
Margaret River,51004,2135.917852,1982.037547,4117.955399,51.87,48.13,52.84,-0.97,0.09760858955588092,5.051244509516837,non_coal,mining
Throsby,81122,109.0711585,153.4233561,262.4945146,41.55,58.45,42.52,-0.97,NaN,NA,NA,NA
Forde,81038,975.0577461,1231.124809,2206.1825551,44.2,55.8,45.18,-0.98,0,0.22999080036798528,non_coal,non_mining
Asquith - Mount Colah,11403,6209.841602,4451.680083,10661.521685,58.25,41.75,59.25,-1,0.0327475166466543,0.0327475166466543,non_coal,non_mining
North Adelaide,41002,1559.033456,1527.000682,3086.034138,50.52,49.48,51.52,-1,0,1.0012919896640826,non_coal,non_mining
Lara,21043,3901.380304,5965.668059,9867.048363,39.54,60.46,40.55,-1.01,0,0.4817444219066937,non_coal,non_mining
Castle Hill - Central,11553,2582.875392,1147.666014,3730.541406,69.24,30.76,70.27,-1.03,0,0.13896609227348528,non_coal,non_mining
Varsity Lakes,31262,4139.532153,2674.915732,6814.447885,60.75,39.25,61.78,-1.03,0.10259416678880258,0.3957203576139528,non_coal,non_mining
Glenelg (SA),41057,6474.912832,4808.344683,11283.257515000001,57.39,42.61,58.42,-1.03,0.05333902282910177,0.9494346063580116,non_coal,non_mining
Ararat,21386,2158.80364,1987.018385,4145.822025,52.07,47.93,53.11,-1.04,0,1.1003236245954693,non_coal,non_mining
Balgownie - Fairy Meadow,11144,4643.048895,7638.966293,12282.015188000001,37.8,62.2,38.85,-1.05,2.197547999074717,2.475133009484155,coal,mining
Sydney - Haymarket - The Rocks,11337,2423.301438,3009.621744,5432.923182,44.6,55.4,45.65,-1.05,0.1275690999291283,0.27639971651311124,non_coal,non_mining
Reservoir - West,21208,2767.918219,7796.010852,10563.929071,26.2,73.8,27.25,-1.05,0,0,non_coal,non_mining
Braybrook,21347,2130.474387,4958.634349,7089.108736,30.05,69.95,31.1,-1.05,0,0.14108352144469527,non_coal,non_mining
Donvale - Park Orchards,21261,5237.461088,3297.639347,8535.100435,61.36,38.64,62.42,-1.06,0,0.1667129758266185,non_coal,non_mining
Cranbourne East,21301,6937.419847,8826.092413,15763.51226,44.01,55.99,45.08,-1.07,0,0.20664869721473494,non_coal,non_mining
Maryborough Region,21017,1324.247714,1352.593881,2676.841595,49.47,50.53,50.55,-1.08,0,1.157830591102986,non_coal,non_mining
Gowanbrae,21439,631.0480549,770.1948436,1401.2428985000001,45.03,54.97,46.11,-1.08,0,0,non_coal,non_mining
O'Malley,81107,246.9981506,342.1968942,589.1950448,41.92,58.08,43,-1.08,0,0,non_coal,non_mining
Point Lonsdale - Queenscliff,21052,1504.705249,1409.618837,2914.324086,51.63,48.37,52.72,-1.09,0,0,non_coal,non_mining
Kensington (Vic.),21121,1282.620659,3206.395879,4489.016538,28.57,71.43,29.66,-1.09,0,0.16826518593303044,non_coal,non_mining
Plenty - Yarrambat,21213,2577.185474,2535.635039,5112.820513,50.41,49.59,51.5,-1.09,0,0.10544074230282581,non_coal,non_mining
Middle Park - Jamboree Heights,31082,2065.498568,1812.96264,3878.4612079999997,53.26,46.74,54.35,-1.09,0.12195121951219512,0.8841463414634145,non_coal,non_mining
Norwood (SA),41017,2768.406033,2337.266135,5105.672168,54.22,45.78,55.32,-1.1,0,0.9148936170212766,non_coal,non_mining
Perth - Evandale,61062,1594.656944,1472.342524,3066.999468,51.99,48.01,53.1,-1.11,0,0.23900573613766732,non_coal,non_mining
Willunga,41088,956.5941176,1132.194886,2088.7890036,45.8,54.2,46.93,-1.13,0.41067761806981523,0.7529089664613279,non_coal,non_mining
Alexander Heights - Koondoola,51098,2262.893546,3008.679259,5271.572805,42.93,57.07,44.06,-1.13,0,3.1184155077960387,non_coal,mining
West Arnhem,71061,349.2303605,818.3943781,1167.6247386,29.91,70.09,31.05,-1.14,0,0,non_coal,non_mining
Glenwood,11309,3582.01814,4507.291252,8089.309392,44.28,55.72,45.43,-1.15,0,0.05074210326018013,non_coal,non_mining
Cobar,11093,1472.22248,731.0779449,2203.3004249,66.82,33.18,67.98,-1.16,0.15873015873015872,34.55026455026455,non_coal,mining
Port Douglas,31165,1397.516821,959.5229666,2357.0397875999997,59.29,40.71,60.45,-1.16,0.11695906432748539,0.3508771929824561,non_coal,non_mining
Cape York,31396,1336.559341,1313.642253,2650.201594,50.43,49.57,51.59,-1.16,0.22036139268400176,4.230938739532833,non_coal,mining
