SA1_7DIG16,state_ab,div_nm,v_lnp_sa1,v_alp_sa1,v_t_sa1,p_lnp_sa1,p_alp_sa1,swing
2100708,VIC,Wannon,139.1,138.1,277.2,50.19,49.81,2.15
2100709,VIC,Wannon,140.9,132.7,273.6,51.5,48.5,0.64
2101304,VIC,Wannon,74.06,59.37,133.43,55.51,44.49,-3.09
2101308,VIC,Wannon,169.5,132.2,301.7,56.19,43.81,-3.2
2101309,VIC,Wannon,111.2,68.2,179.4,61.98,38.02,0.19
2101401,VIC,Wannon,170.7,141.9,312.6,54.59,45.41,0.36
2101402,VIC,Wannon,113.3,92.61,205.91,55.01,44.99,0.28
2101403,VIC,Wannon,182.6,152.2,334.79999999999995,54.53,45.47,0.39
2101404,VIC,Wannon,186.6,150.5,337.1,55.36,44.64,0.18
2101405,VIC,Wannon,92.59,68.78,161.37,57.38,42.62,-0.81
2101406,VIC,Wannon,105.9,88.03,193.93,54.61,45.39,0
2101407,VIC,Wannon,103.7,108.1,211.8,48.96,51.04,-1.71
2101408,VIC,Wannon,133.4,143.3,276.70000000000005,48.2,51.8,-1.36
2101409,VIC,Wannon,8.85,7.44,16.29,54.33,45.67,0.45
2101410,VIC,Wannon,56.12,49.19,105.31,53.29,46.71,-0.91
2101411,VIC,Wannon,112.1,118.4,230.5,48.63,51.37,-1.39
2101412,VIC,Wannon,151.5,127,278.5,54.41,45.59,0.35
2101413,VIC,Wannon,6.63,5.8,12.43,53.32,46.68,0.34
2101501,VIC,Wannon,201.8,215.3,417.1,48.39,51.61,3.95
2101502,VIC,Wannon,110,106.6,216.6,50.79,49.21,2.96
2101503,VIC,Wannon,129.5,141.2,270.7,47.82,52.18,0.3
2101504,VIC,Wannon,94.89,96.39,191.28,49.61,50.39,3.01
2101505,VIC,Wannon,160.2,141.2,301.4,53.14,46.86,-0.39
2101506,VIC,Wannon,129.7,135.6,265.29999999999995,48.88,51.12,3.2
2101507,VIC,Wannon,172.4,189.9,362.3,47.58,52.42,-0.58
2101508,VIC,Wannon,86.98,96.3,183.28,47.46,52.54,-0.6
2101509,VIC,Wannon,143.2,153.9,297.1,48.2,51.8,4.08
2101510,VIC,Wannon,77.31,52.88,130.19,59.38,40.62,-0.3
2101511,VIC,Wannon,104.3,113.5,217.8,47.89,52.11,-0.38
2101512,VIC,Wannon,88.93,102.1,191.03,46.56,53.44,-0.92
2103512,VIC,Wannon,215.3,220.7,436,49.38,50.62,-1.95
2103513,VIC,Wannon,160.5,106.8,267.3,60.05,39.95,-2.02
2138601,VIC,Wannon,50.74,43.57,94.31,53.8,46.2,-0.98
2138602,VIC,Wannon,118.5,104.1,222.6,53.23,46.77,-1.36
2138603,VIC,Wannon,93.53,83.28,176.81,52.9,47.1,-0.82
2138604,VIC,Wannon,116.7,103.3,220,53.06,46.94,-1.06
2138605,VIC,Wannon,74.9,69.67,144.57,51.81,48.19,-1.04
2138606,VIC,Wannon,131.9,113.5,245.4,53.75,46.25,-2.07
2138607,VIC,Wannon,83.67,75.18,158.85000000000002,52.67,47.33,-0.53
2138608,VIC,Wannon,126.2,109.8,236,53.48,46.52,-0.98
2138609,VIC,Wannon,110.3,93.54,203.84,54.1,45.9,-0.83
2138610,VIC,Wannon,108.7,91.69,200.39,54.24,45.76,-1.05
2138611,VIC,Wannon,76.71,64.57,141.27999999999997,54.3,45.7,-1.04
2138612,VIC,Wannon,210.1,173.6,383.7,54.75,45.25,-1.06
2138613,VIC,Wannon,143.6,116.4,260,55.24,44.76,-1.01
2138614,VIC,Wannon,183.3,156.9,340.20000000000005,53.88,46.12,-1.04
2138615,VIC,Wannon,99.17,86.79,185.96,53.33,46.67,-1.21
2138616,VIC,Wannon,139.2,118.5,257.7,54.02,45.98,-0.8
2138617,VIC,Wannon,116.9,99.27,216.17000000000002,54.08,45.92,-1.25
2138618,VIC,Wannon,76.73,67.61,144.34,53.16,46.84,-0.79
2138619,VIC,Wannon,126.7,105.9,232.60000000000002,54.49,45.51,-0.81
2138620,VIC,Wannon,107.6,92.02,199.62,53.9,46.1,-0.71
2138621,VIC,Wannon,143.5,130.5,274,52.37,47.63,-0.82
2138622,VIC,Wannon,79.87,72.66,152.53,52.36,47.64,-1.16
2138623,VIC,Wannon,169.3,144.1,313.4,54.01,45.99,-1.17
2138624,VIC,Wannon,14.03,11.12,25.15,55.79,44.21,-0.54
2138701,VIC,Wannon,150.7,118.9,269.6,55.9,44.1,-3.47
2138702,VIC,Wannon,166.4,141.3,307.70000000000005,54.07,45.93,-6.5
2138703,VIC,Wannon,108,89.29,197.29000000000002,54.75,45.25,-0.95
2138704,VIC,Wannon,98.53,85.91,184.44,53.42,46.58,-0.77
2138705,VIC,Wannon,142.9,78.74,221.64,64.48,35.52,-0.14
2138706,VIC,Wannon,150.1,63.26,213.35999999999999,70.35,29.65,1.84
2138707,VIC,Wannon,149.4,81.13,230.53,64.8,35.2,0.9
2138708,VIC,Wannon,146.6,103.2,249.8,58.69,41.31,-0.04
2138709,VIC,Wannon,116,43.56,159.56,72.69,27.31,2.64
2138710,VIC,Wannon,109.9,57.84,167.74,65.52,34.48,2.16
2139201,VIC,Wannon,65.71,52.9,118.60999999999999,55.4,44.6,-2.26
2139202,VIC,Wannon,164.8,130.7,295.5,55.77,44.23,-3.63
2139203,VIC,Wannon,101.4,79.04,180.44,56.19,43.81,-1.78
2139204,VIC,Wannon,143.4,116.3,259.7,55.21,44.79,-3.1
2139205,VIC,Wannon,149.9,113.4,263.3,56.92,43.08,-2.54
2139207,VIC,Wannon,76.97,62.96,139.93,55.01,44.99,-2.15
2139208,VIC,Wannon,117,96.79,213.79000000000002,54.74,45.26,-3.06
2139209,VIC,Wannon,121.4,98.96,220.36,55.09,44.91,-3.14
2139210,VIC,Wannon,91.88,74.52,166.39999999999998,55.21,44.79,-2.86
2139211,VIC,Wannon,150.9,110.1,261,57.82,42.18,0.02
2139213,VIC,Wannon,103.8,81.59,185.39,55.98,44.02,-2.85
2139214,VIC,Wannon,114.3,111.3,225.6,50.66,49.34,-14.7
2139215,VIC,Wannon,88.16,73.33,161.49,54.59,45.41,-0.63
2139216,VIC,Wannon,130.1,110.8,240.89999999999998,54.01,45.99,-8.4
2139217,VIC,Wannon,135.9,108.6,244.5,55.59,44.41,-1.41
2139218,VIC,Wannon,123.2,101.9,225.10000000000002,54.73,45.27,-0.26
2139219,VIC,Wannon,123.4,99.35,222.75,55.39,44.61,-1.51
2139220,VIC,Wannon,177.6,142.2,319.79999999999995,55.53,44.47,-1.03
2139221,VIC,Wannon,68.38,55.39,123.77,55.25,44.75,-2.83
2139222,VIC,Wannon,131.6,106.9,238.5,55.19,44.81,-3.03
2139223,VIC,Wannon,146.1,117.7,263.8,55.38,44.62,-3.85
2139224,VIC,Wannon,104.8,85.09,189.89,55.19,44.81,-3.14
2139225,VIC,Wannon,74.95,60.21,135.16,55.45,44.55,-5.6
2139226,VIC,Wannon,79.82,55.51,135.32999999999998,58.98,41.02,1.18
2142001,VIC,Wannon,105.2,66.24,171.44,61.36,38.64,-1.6
2142002,VIC,Wannon,170.6,85.49,256.09,66.61,33.39,0.67
2142003,VIC,Wannon,68.93,37.2,106.13000000000001,64.95,35.05,0.73
2142004,VIC,Wannon,139.6,74.87,214.47,65.08,34.92,-0.09
2142005,VIC,Wannon,168.5,125.6,294.1,57.3,42.7,2.19
2142006,VIC,Wannon,91,63.65,154.65,58.84,41.16,4.84
2142007,VIC,Wannon,172.6,136.5,309.1,55.84,44.16,3.53
2142008,VIC,Wannon,120.1,97.78,217.88,55.12,44.88,3.71
2142009,VIC,Wannon,76.98,38.91,115.89,66.42,33.58,0.44
2142010,VIC,Wannon,134.7,67.21,201.90999999999997,66.71,33.29,0.96
2142011,VIC,Wannon,120.2,60.22,180.42000000000002,66.63,33.37,0.46
2142012,VIC,Wannon,132.4,86.28,218.68,60.55,39.45,5.2
2142013,VIC,Wannon,157.2,103,260.2,60.4,39.6,5.1
2142014,VIC,Wannon,68.02,40.99,109.00999999999999,62.4,37.6,-1.3
2142015,VIC,Wannon,130.2,83.54,213.74,60.91,39.09,3.99
2142016,VIC,Wannon,88.07,45.26,133.32999999999998,66.06,33.94,0.5
2142017,VIC,Wannon,107.9,77.29,185.19,58.27,41.73,2.92
2142018,VIC,Wannon,87.34,53.99,141.33,61.8,38.2,-1.15
2142019,VIC,Wannon,101.2,50.51,151.71,66.72,33.28,0.85
2142020,VIC,Wannon,174.7,88.29,262.99,66.43,33.57,0.59
2142021,VIC,Wannon,70.86,42.05,112.91,62.75,37.25,-0.46
2142022,VIC,Wannon,185.5,106.1,291.6,63.61,36.39,2.5
2142023,VIC,Wannon,93.22,61.12,154.34,60.4,39.6,5.04
2142024,VIC,Wannon,163.5,105.8,269.3,60.72,39.28,4.94
2142025,VIC,Wannon,88.47,55.62,144.09,61.4,38.6,4.66
2142026,VIC,Wannon,141.4,72.35,213.75,66.15,33.85,0.51
2142027,VIC,Wannon,70.87,62.37,133.24,53.19,46.81,2.9
2142028,VIC,Wannon,81.84,54.18,136.02,60.17,39.83,-2.3
2142029,VIC,Wannon,153.5,123.2,276.7,55.48,44.52,3.4
2142030,VIC,Wannon,191.4,134.4,325.8,58.74,41.26,4.62
2142031,VIC,Wannon,89.01,57.47,146.48000000000002,60.77,39.23,5.26
2142101,VIC,Wannon,172.9,95.06,267.96000000000004,64.53,35.47,0.82
2142102,VIC,Wannon,134.5,75.6,210.1,64.01,35.99,0.65
2142103,VIC,Wannon,166.2,91.68,257.88,64.45,35.55,1.03
2142104,VIC,Wannon,157.7,84.9,242.6,65.01,34.99,0.57
2142105,VIC,Wannon,228.9,124.8,353.7,64.72,35.28,0.8
2142106,VIC,Wannon,118.5,61.54,180.04,65.81,34.19,1.79
2142107,VIC,Wannon,175.9,96.55,272.45,64.56,35.44,0.66
2142108,VIC,Wannon,183.7,100.2,283.9,64.7,35.3,0.71
2142109,VIC,Wannon,176.8,96.77,273.57,64.63,35.37,0.96
2142110,VIC,Wannon,176.3,95.25,271.55,64.92,35.08,0.9
2142112,VIC,Wannon,150.2,82.92,233.12,64.43,35.57,0.95
2142113,VIC,Wannon,97.86,52.91,150.76999999999998,64.91,35.09,1.84
2142114,VIC,Wannon,114.6,62.86,177.45999999999998,64.58,35.42,0.99
2142115,VIC,Wannon,159.2,87.47,246.67,64.54,35.46,1.02
2142116,VIC,Wannon,188.4,106.1,294.5,63.97,36.03,1.01
2142117,VIC,Wannon,202.5,113.7,316.2,64.04,35.96,0.4
2142118,VIC,Wannon,114.8,63.63,178.43,64.33,35.67,0.86
2142119,VIC,Wannon,196.6,108.4,305,64.46,35.54,0.63
2142120,VIC,Wannon,200,112.7,312.7,63.97,36.03,0.46
2142121,VIC,Wannon,90.31,50.69,141,64.05,35.95,0.73
2142122,VIC,Wannon,130.8,70.57,201.37,64.95,35.05,0.95
2142123,VIC,Wannon,157.2,87.45,244.64999999999998,64.25,35.75,0.99
2142124,VIC,Wannon,102.2,57,159.2,64.2,35.8,0.88
2142125,VIC,Wannon,150.4,81.48,231.88,64.85,35.15,0.47
2142126,VIC,Wannon,185.8,104.9,290.70000000000005,63.91,36.09,1.01
2142127,VIC,Wannon,176.5,96.85,273.35,64.57,35.43,0.93
2142128,VIC,Wannon,151.4,83.73,235.13,64.38,35.62,0.8
2142129,VIC,Wannon,155.5,86.06,241.56,64.38,35.62,0.61
2142202,VIC,Wannon,171,144.7,315.7,54.16,45.84,3.42
2142203,VIC,Wannon,128.1,106.8,234.89999999999998,54.54,45.46,3.26
2142204,VIC,Wannon,113.6,101.3,214.89999999999998,52.85,47.15,2.16
2142205,VIC,Wannon,125.8,105.1,230.89999999999998,54.47,45.53,3.34
2142208,VIC,Wannon,109.7,95.89,205.59,53.36,46.64,2.42
2142209,VIC,Wannon,147.4,123.8,271.2,54.35,45.65,4.05
2142210,VIC,Wannon,158.9,131.5,290.4,54.72,45.28,4.39
2142211,VIC,Wannon,169.8,143.7,313.5,54.16,45.84,3.9
2142212,VIC,Wannon,149.1,123.2,272.3,54.77,45.23,3.36
2142213,VIC,Wannon,172.5,148.7,321.2,53.71,46.29,3.82
2142214,VIC,Wannon,181.1,151.6,332.7,54.44,45.56,4.05
2142215,VIC,Wannon,121.8,102.7,224.5,54.24,45.76,4.1
2142217,VIC,Wannon,103,87.17,190.17000000000002,54.16,45.84,3.34
2142218,VIC,Wannon,189.4,158.8,348.20000000000005,54.39,45.61,3.96
2142219,VIC,Wannon,164.9,138.9,303.8,54.28,45.72,3.54
2142221,VIC,Wannon,143.8,122.8,266.6,53.94,46.06,3.77
2142222,VIC,Wannon,117.2,89.5,206.7,56.69,43.31,3.97
2142223,VIC,Wannon,109.2,91.07,200.26999999999998,54.52,45.48,3.5
2142224,VIC,Wannon,100.3,86.07,186.37,53.81,46.19,3.12
2142225,VIC,Wannon,125.8,108.3,234.1,53.74,46.26,3.81
2142226,VIC,Wannon,142.8,118.1,260.9,54.74,45.26,3.6
2142227,VIC,Wannon,208.7,178.6,387.29999999999995,53.88,46.12,3.55
2142228,VIC,Wannon,94.71,82.43,177.14,53.47,46.53,2.7
2142229,VIC,Wannon,96.91,82.42,179.32999999999998,54.04,45.96,3.25
2142230,VIC,Wannon,87.07,75,162.07,53.72,46.28,3.28
2142231,VIC,Wannon,89.69,76.26,165.95,54.05,45.95,4.02
2142232,VIC,Wannon,184.4,149.9,334.3,55.16,44.84,3.26
2142233,VIC,Wannon,116.5,98.45,214.95,54.21,45.79,3.87
2142234,VIC,Wannon,160.7,139.6,300.29999999999995,53.51,46.49,2.82
2142235,VIC,Wannon,112.3,94.64,206.94,54.26,45.74,4.36
2142301,VIC,Wannon,163.9,91.32,255.22,64.22,35.78,1.06
2142302,VIC,Wannon,133,71.01,204.01,65.18,34.82,-0.07
2142303,VIC,Wannon,144.8,78.86,223.66000000000003,64.74,35.26,-0.85
2142304,VIC,Wannon,121.7,62.5,184.2,66.08,33.92,2.54
2142305,VIC,Wannon,127.9,69.05,196.95,64.95,35.05,-0.7
2142306,VIC,Wannon,208.6,100.8,309.4,67.43,32.57,3.21
2142307,VIC,Wannon,67.06,34.86,101.92,65.8,34.2,-1.14
2142308,VIC,Wannon,130.3,67.43,197.73000000000002,65.89,34.11,2.05
2142309,VIC,Wannon,171.3,79.79,251.09000000000003,68.22,31.78,-3.45
2142310,VIC,Wannon,148.9,79.61,228.51,65.17,34.83,0.44
2142311,VIC,Wannon,115.5,62.06,177.56,65.06,34.94,-2.99
2142312,VIC,Wannon,107,51.84,158.84,67.36,32.64,2.43
2142313,VIC,Wannon,97.94,51.34,149.28,65.61,34.39,1.99
2142314,VIC,Wannon,104.4,58,162.4,64.28,35.72,-0.31
2142315,VIC,Wannon,161.1,86.33,247.43,65.11,34.89,-0.45
2142316,VIC,Wannon,215.9,90.45,306.35,70.47,29.53,1.85
2142317,VIC,Wannon,148.3,75.79,224.09000000000003,66.19,33.81,0.52
2142318,VIC,Wannon,81.67,40.6,122.27000000000001,66.79,33.21,-1.16
2142319,VIC,Wannon,148.1,78.96,227.06,65.23,34.77,2.01
2142320,VIC,Wannon,93.27,48.83,142.1,65.64,34.36,-2.24
2142321,VIC,Wannon,89.12,47.12,136.24,65.41,34.59,-0.33
2142322,VIC,Wannon,85.77,43.77,129.54,66.21,33.79,-1.84
2147101,VIC,Wannon,172.7,93.64,266.34,64.85,35.15,2.21
2147102,VIC,Wannon,103.3,58.33,161.63,63.91,36.09,2.31
2147103,VIC,Wannon,135.2,73.69,208.89,64.73,35.27,2.1
2147104,VIC,Wannon,138.3,76.36,214.66000000000003,64.42,35.58,2.19
2147105,VIC,Wannon,173.7,93.01,266.71,65.13,34.87,2.25
2147106,VIC,Wannon,249,135.7,384.7,64.73,35.27,2.18
2147107,VIC,Wannon,162.7,90.34,253.04,64.3,35.7,2.26
2147108,VIC,Wannon,161.2,86.98,248.18,64.96,35.04,2.28
2147109,VIC,Wannon,122.5,68.09,190.59,64.28,35.72,2.2
2147110,VIC,Wannon,89.4,49.09,138.49,64.55,35.45,2.28
2147111,VIC,Wannon,105.6,58.01,163.60999999999999,64.53,35.47,2.25
2147201,VIC,Wannon,337.5,194.8,532.3,63.4,36.6,1.23
2147202,VIC,Wannon,223.6,134.6,358.2,62.42,37.58,0.77
2147203,VIC,Wannon,206.3,120.7,327,63.1,36.9,1.68
2147204,VIC,Wannon,250.5,146.7,397.2,63.08,36.92,1.16
2147205,VIC,Wannon,76.9,42.05,118.95,64.65,35.35,2.09
2147206,VIC,Wannon,314.2,178.9,493.1,63.72,36.28,1.42
2147207,VIC,Wannon,154.8,87.6,242.4,63.85,36.15,1.44
2147208,VIC,Wannon,270.8,162.5,433.3,62.5,37.5,0.85
2147209,VIC,Wannon,165.4,94.23,259.63,63.7,36.3,1.86
2147210,VIC,Wannon,192.1,115.9,308,62.36,37.64,0.79
2147211,VIC,Wannon,290.3,166.4,456.70000000000005,63.58,36.42,1.48
2147212,VIC,Wannon,120.1,67.58,187.68,63.99,36.01,1.65
2147213,VIC,Wannon,215.8,123.1,338.9,63.68,36.32,1.74
2147214,VIC,Wannon,134.5,77.18,211.68,63.54,36.46,1.67
2147215,VIC,Wannon,133.8,78.45,212.25,63.03,36.97,1.85
2147216,VIC,Wannon,192,110.3,302.3,63.51,36.49,1.09
2147217,VIC,Wannon,217.6,132.7,350.29999999999995,62.11,37.89,0.82
2147218,VIC,Wannon,137.4,80.73,218.13,62.99,37.01,1.81
2147219,VIC,Wannon,150,86.42,236.42000000000002,63.44,36.56,1.46
2147220,VIC,Wannon,126.7,73.15,199.85000000000002,63.39,36.61,2.01
2147221,VIC,Wannon,138.3,78.21,216.51,63.87,36.13,1.72
2147222,VIC,Wannon,176.5,98.91,275.40999999999997,64.09,35.91,1.97
2147223,VIC,Wannon,142.9,83.02,225.92000000000002,63.26,36.74,1.55
2147224,VIC,Wannon,80.87,44.66,125.53,64.42,35.58,2.16
2147225,VIC,Wannon,153.9,88.28,242.18,63.55,36.45,1.81
2147226,VIC,Wannon,162.9,91.95,254.85000000000002,63.92,36.08,1.76
2147227,VIC,Wannon,129.8,72.43,202.23000000000002,64.19,35.81,2.09
2147228,VIC,Wannon,57.96,34.05,92.00999999999999,62.99,37.01,1.41
2147229,VIC,Wannon,95.62,53.88,149.5,63.96,36.04,2.28
2147230,VIC,Wannon,82.31,46.93,129.24,63.69,36.31,1.98
2147231,VIC,Wannon,113.2,63.91,177.11,63.92,36.08,1.77
2147303,VIC,Wannon,148.3,74.93,223.23000000000002,66.43,33.57,1.31
2147304,VIC,Wannon,107.8,59.93,167.73,64.26,35.74,1.46
2147305,VIC,Wannon,224.9,108.5,333.4,67.46,32.54,2.31
2147307,VIC,Wannon,219.2,127.1,346.29999999999995,63.31,36.69,1.72
2147308,VIC,Wannon,81.99,41.64,123.63,66.32,33.68,1.4
2147309,VIC,Wannon,97.52,55.62,153.14,63.68,36.32,1.44
2147310,VIC,Wannon,187.2,77.72,264.91999999999996,70.67,29.33,0.38
2147311,VIC,Wannon,139.5,76.26,215.76,64.65,35.35,-0.21
2147312,VIC,Wannon,150.6,85.3,235.89999999999998,63.84,36.16,-0.85
2147313,VIC,Wannon,144.5,70.68,215.18,67.15,32.85,1.84
2147314,VIC,Wannon,105.4,56.39,161.79000000000002,65.15,34.85,-0.61
2147316,VIC,Wannon,120.1,62,182.1,65.95,34.05,0.3
2147317,VIC,Wannon,87.09,47.23,134.32,64.84,35.16,0.67
2147401,VIC,Wannon,144,72.25,216.25,66.59,33.41,-2.58
2147402,VIC,Wannon,173.9,79.92,253.82,68.51,31.49,2.33
2147403,VIC,Wannon,148.4,69.94,218.34,67.97,32.03,3.76
2147404,VIC,Wannon,107.9,57.08,164.98000000000002,65.39,34.61,1.38
2147405,VIC,Wannon,139.4,68.55,207.95,67.04,32.96,0.9
2147406,VIC,Wannon,155.1,82.7,237.8,65.22,34.78,1.51
2147407,VIC,Wannon,141,72.18,213.18,66.14,33.86,1.71
2147408,VIC,Wannon,117.3,43.31,160.61,73.03,26.97,3.47
2147409,VIC,Wannon,194.7,103.7,298.4,65.25,34.75,1.41
2147410,VIC,Wannon,163.5,90.81,254.31,64.29,35.71,1.63
2147411,VIC,Wannon,189.5,129.9,319.4,59.34,40.66,-2.24
2147412,VIC,Wannon,117.4,50.71,168.11,69.84,30.16,4.49
2147413,VIC,Wannon,168.2,92.36,260.56,64.55,35.45,1.51
2147414,VIC,Wannon,92.73,47.9,140.63,65.94,34.06,1.33
2147415,VIC,Wannon,145.7,80.45,226.14999999999998,64.42,35.58,1.43
2147416,VIC,Wannon,78.94,43.23,122.16999999999999,64.61,35.39,2.2
2147417,VIC,Wannon,90.64,55.61,146.25,61.98,38.02,-2.86
2147418,VIC,Wannon,96.17,38.52,134.69,71.4,28.6,3.15
2147501,VIC,Wannon,107.3,46.64,153.94,69.7,30.3,0.28
2147502,VIC,Wannon,158.9,53.82,212.72,74.7,25.3,0.85
2147503,VIC,Wannon,175.9,86.06,261.96000000000004,67.15,32.85,3.43
2147504,VIC,Wannon,139.4,53.73,193.13,72.17,27.83,-1.63
2147505,VIC,Wannon,140.5,43.54,184.04,76.34,23.66,2.68
2147506,VIC,Wannon,137.6,43.6,181.2,75.93,24.07,-0.02
2147507,VIC,Wannon,142.2,65.21,207.40999999999997,68.56,31.44,0.57
2147508,VIC,Wannon,103.9,54.69,158.59,65.5,34.5,5.7
2147509,VIC,Wannon,90.85,41.7,132.55,68.54,31.46,0.79
2147510,VIC,Wannon,142.9,66.97,209.87,68.09,31.91,-1.45
2147511,VIC,Wannon,93.16,36.81,129.97,71.68,28.32,-0.28
2147512,VIC,Wannon,164.2,75.63,239.82999999999998,68.46,31.54,-1.24
2147513,VIC,Wannon,121.1,57.74,178.84,67.71,32.29,-1.78
2147514,VIC,Wannon,147.6,63.6,211.2,69.88,30.12,0.12
2147515,VIC,Wannon,136.5,60.32,196.82,69.35,30.65,0.32
2147516,VIC,Wannon,189.1,85.62,274.72,68.84,31.16,-1.49
2147517,VIC,Wannon,175,60.27,235.27,74.39,25.61,0.83
2147518,VIC,Wannon,81.45,40.58,122.03,66.75,33.25,-0.29
2147519,VIC,Wannon,123,53.57,176.57,69.66,30.34,0.32
2147520,VIC,Wannon,120.6,57.35,177.95,67.77,32.23,-1.65
2147521,VIC,Wannon,97.38,46.64,144.01999999999998,67.62,32.38,0.67
2147522,VIC,Wannon,137.6,41.76,179.35999999999999,76.72,23.28,-2.09
2147523,VIC,Wannon,145.8,61.56,207.36,70.3,29.7,0.51
2147524,VIC,Wannon,122.1,50.45,172.55,70.77,29.23,-0.17
2147525,VIC,Wannon,120.1,54.75,174.85,68.68,31.32,-1.75
2147526,VIC,Wannon,131.2,42.68,173.88,75.45,24.55,1.7
2147701,VIC,Wannon,96.39,49.21,145.6,66.2,33.8,-0.4
2147702,VIC,Wannon,93.15,48.68,141.83,65.68,34.32,1.42
2147703,VIC,Wannon,183.6,108.3,291.9,62.91,37.09,0.1
2147704,VIC,Wannon,113.9,40.04,153.94,73.99,26.01,-1.08
2147705,VIC,Wannon,91.83,43.51,135.34,67.85,32.15,2.15
2147706,VIC,Wannon,133.1,68.56,201.66,66,34,1.28
2147707,VIC,Wannon,213.7,109.3,323,66.17,33.83,3.13
2147708,VIC,Wannon,154.1,89.67,243.76999999999998,63.21,36.79,0.25
2147709,VIC,Wannon,137.1,79.45,216.55,63.31,36.69,0.17
2147710,VIC,Wannon,99.17,53.55,152.72,64.93,35.07,1.78
2147711,VIC,Wannon,116,62.41,178.41,65.03,34.97,0.01
2147712,VIC,Wannon,81.28,33.38,114.66,70.89,29.11,-0.2
2147713,VIC,Wannon,199,110,309,64.39,35.61,2.52
2147714,VIC,Wannon,92.59,40.45,133.04000000000002,69.6,30.4,3.82
2147715,VIC,Wannon,116.8,68.77,185.57,62.95,37.05,-0.02
2147716,VIC,Wannon,151,80.35,231.35,65.28,34.72,1.11
2147717,VIC,Wannon,151.8,67.77,219.57,69.13,30.87,2.52
2147718,VIC,Wannon,154.4,83.19,237.59,64.98,35.02,3.23
2147719,VIC,Wannon,59.15,33.75,92.9,63.68,36.32,0.12
2147720,VIC,Wannon,102.5,51.34,153.84,66.62,33.38,3.5
2147721,VIC,Wannon,177.2,95.18,272.38,65.06,34.94,1.67
2147722,VIC,Wannon,125.3,54.95,180.25,69.52,30.48,0.79
2147723,VIC,Wannon,130.9,57.55,188.45,69.46,30.54,5.49
2147724,VIC,Wannon,11.62,5.79,17.41,66.73,33.27,3.19
2147801,VIC,Wannon,119.4,78.33,197.73000000000002,60.38,39.62,2.78
2147802,VIC,Wannon,284,156.9,440.9,64.41,35.59,2.44
2147803,VIC,Wannon,167.9,128.5,296.4,56.63,43.37,-0.75
2147804,VIC,Wannon,272.4,177.9,450.29999999999995,60.5,39.5,2.84
2147805,VIC,Wannon,122.3,59.45,181.75,67.29,32.71,1.49
2147806,VIC,Wannon,157.8,107.5,265.3,59.47,40.53,2.77
2147807,VIC,Wannon,197.9,69.75,267.65,73.94,26.06,2.31
2147809,VIC,Wannon,175.8,73.32,249.12,70.57,29.43,-0.85
2147810,VIC,Wannon,83.19,44.64,127.83,65.08,34.92,0.65
2147811,VIC,Wannon,93.89,51.47,145.36,64.59,35.41,2.29
2147812,VIC,Wannon,168.2,133.2,301.4,55.81,44.19,-1.04
2147813,VIC,Wannon,152.8,101.9,254.70000000000002,60.01,39.99,2.67
2147814,VIC,Wannon,85.59,62.92,148.51,57.63,42.37,-0.1
2147815,VIC,Wannon,131.3,92.3,223.60000000000002,58.72,41.28,-0.14
2147816,VIC,Wannon,165,123.5,288.5,57.2,42.8,-0.75
2147817,VIC,Wannon,240.6,180.9,421.5,57.09,42.91,-0.32
2147818,VIC,Wannon,79.09,42.73,121.82,64.92,35.08,1.2
2147819,VIC,Wannon,183,118,301,60.79,39.21,2.58
2147820,VIC,Wannon,115.4,85.82,201.22,57.34,42.66,-0.53
2147821,VIC,Wannon,158.2,121.8,280,56.5,43.5,-0.74
2147822,VIC,Wannon,147.5,98.21,245.70999999999998,60.03,39.97,2.9
2147823,VIC,Wannon,149.3,102,251.3,59.43,40.57,1.93
2147824,VIC,Wannon,111.1,72.97,184.07,60.36,39.64,2.81
2147825,VIC,Wannon,208.1,152.1,360.2,57.78,42.22,-0.35
2147826,VIC,Wannon,101.2,41.39,142.59,70.97,29.03,-1.27
2147827,VIC,Wannon,109.5,69.9,179.4,61.04,38.96,2.66
2147828,VIC,Wannon,124,88.23,212.23000000000002,58.43,41.57,0.74
2147901,VIC,Wannon,154.1,98.78,252.88,60.94,39.06,3.71
2147903,VIC,Wannon,223.4,156.8,380.20000000000005,58.77,41.23,2.93
2147904,VIC,Wannon,276.2,189.9,466.1,59.26,40.74,2.87
2147905,VIC,Wannon,154.4,99.47,253.87,60.81,39.19,3.31
2147906,VIC,Wannon,216.4,144.7,361.1,59.92,40.08,3
2147907,VIC,Wannon,142.3,97.85,240.15,59.26,40.74,2.97
2147908,VIC,Wannon,238.9,156,394.9,60.5,39.5,2.79
2147909,VIC,Wannon,126.4,82.27,208.67000000000002,60.58,39.42,2.84
2147910,VIC,Wannon,146.4,99.5,245.9,59.54,40.46,2.82
2147911,VIC,Wannon,104.8,72.57,177.37,59.08,40.92,2.94
2147912,VIC,Wannon,137.6,91.22,228.82,60.14,39.86,2.76
2147913,VIC,Wannon,170.6,117.9,288.5,59.14,40.86,2.82
2147914,VIC,Wannon,244.9,160.7,405.6,60.38,39.62,2.72
2147915,VIC,Wannon,107.2,69.55,176.75,60.65,39.35,3.49
2147916,VIC,Wannon,87.25,62.22,149.47,58.37,41.63,3.1
2147917,VIC,Wannon,115.1,76.19,191.29,60.17,39.83,2.91
